iter	Logloss	MCC:use_weights=true	MCC:use_weights=false	F1:use_weights=true	F1:use_weights=false	Accuracy:use_weights=true	Accuracy:use_weights=false	Kappa
728	0.3717135837	0.6563786114	0.6301893622	0.7855219841	0.7328767123	0.8387832322	0.8479532164	0.6563765097
729	0.3715367096	0.6563786114	0.6301893622	0.7855219841	0.7328767123	0.8387832322	0.8479532164	0.6563765097
730	0.3714318495	0.6563786114	0.6301893622	0.7855219841	0.7328767123	0.8387832322	0.8479532164	0.6563765097
731	0.3711328891	0.6573001706	0.6312425392	0.7860171006	0.7335945152	0.8392567134	0.8485101643	0.6572994095
732	0.3710989936	0.6573001706	0.6312425392	0.7860171006	0.7335945152	0.8392567134	0.8485101643	0.6572994095
733	0.3709602455	0.6563786114	0.6301893622	0.7855219841	0.7328767123	0.8387832322	0.8479532164	0.6563765097
734	0.370955303	0.6563786114	0.6301893622	0.7855219841	0.7328767123	0.8387832322	0.8479532164	0.6563765097
735	0.3707626017	0.6572922139	0.6310346961	0.786158499	0.7334963325	0.8391773935	0.8482316903	0.6572884814
736	0.3705037196	0.6572922139	0.6310346961	0.786158499	0.7334963325	0.8391773935	0.8482316903	0.6572884814
737	0.370445497	0.6577525925	0.6315608211	0.7864060498	0.7338551859	0.8394141341	0.8485101643	0.6577498912
738	0.3703433297	0.6577525925	0.6315608211	0.7864060498	0.7338551859	0.8394141341	0.8485101643	0.6577498912
739	0.3701577011	0.6582132529	0.6320874908	0.7866537567	0.7342143906	0.8396508747	0.8487886383	0.6582114173
740	0.3701445427	0.6582132529	0.6320874908	0.7866537567	0.7342143906	0.8396508747	0.8487886383	0.6582114173
741	0.3700256912	0.6582132529	0.6320874908	0.7866537567	0.7342143906	0.8396508747	0.8487886383	0.6582114173
742	0.3698821945	0.6591264201	0.63293228	0.7872897454	0.7348336595	0.840045036	0.8490671122	0.6591230429
743	0.3695966373	0.6591264201	0.63293228	0.7872897454	0.7348336595	0.840045036	0.8490671122	0.6591230429
744	0.3693460687	0.6591264201	0.63293228	0.7872897454	0.7348336595	0.840045036	0.8490671122	0.6591230429
745	0.3692625644	0.6591264201	0.63293228	0.7872897454	0.7348336595	0.840045036	0.8490671122	0.6591230429
746	0.3691503817	0.6591264201	0.63293228	0.7872897454	0.7348336595	0.840045036	0.8490671122	0.6591230429
747	0.3690586214	0.659587102	0.6334593037	0.7875376787	0.7351933431	0.8402817766	0.8493455862	0.6595847032
748	0.3689012616	0.659587102	0.6334593037	0.7875376787	0.7351933431	0.8402817766	0.8493455862	0.6595847032
749	0.3686864578	0.659587102	0.6334593037	0.7875376787	0.7351933431	0.8402817766	0.8493455862	0.6595847032
750	0.3685929643	0.6600480665	0.6339868743	0.7877857682	0.735553379	0.8405185172	0.8496240602	0.6600464798
751	0.368557565	0.6600480665	0.6339868743	0.7877857682	0.735553379	0.8405185172	0.8496240602	0.6600464798
752	0.3684362774	0.6600480665	0.6339868743	0.7877857682	0.735553379	0.8405185172	0.8496240602	0.6600464798
753	0.3683708263	0.6600480665	0.6339868743	0.7877857682	0.735553379	0.8405185172	0.8496240602	0.6600464798
754	0.3683685538	0.6600480665	0.6339868743	0.7877857682	0.735553379	0.8405185172	0.8496240602	0.6600464798
755	0.3681631611	0.6609607978	0.6348311165	0.7884212305	0.7361722956	0.8409126785	0.8499025341	0.6609577592
756	0.3679894617	0.660509314	0.6345149931	0.788034014	0.7359137678	0.8407552578	0.8499025341	0.6605083727
757	0.3679735233	0.660509314	0.6345149931	0.788034014	0.7359137678	0.8407552578	0.8499025341	0.6605083727
758	0.367883002	0.660970845	0.6350436615	0.7882824163	0.7362745098	0.8409919984	0.8501810081	0.6609703819
759	0.36778068	0.6618830524	0.6358875161	0.7889180186	0.7368936796	0.8413861597	0.850459482	0.6618816971
760	0.3675784539	0.6618830524	0.6358875161	0.7889180186	0.7368936796	0.8413861597	0.850459482	0.6618816971
761	0.3674181748	0.6623446049	0.6364165408	0.7891666475	0.737254902	0.8416229003	0.850737956	0.6623438406
762	0.3673915802	0.6623446049	0.6364165408	0.7891666475	0.737254902	0.8416229003	0.850737956	0.6623438406
763	0.3672776558	0.6623446049	0.6364165408	0.7891666475	0.737254902	0.8416229003	0.850737956	0.6623438406
764	0.3671054564	0.6632566371	0.6372600392	0.7898016529	0.7378735914	0.8420170616	0.85101643	0.6632547915
765	0.3669821934	0.6637182108	0.6377894201	0.7900505081	0.7382352941	0.8422538022	0.8512949039	0.6637170692
766	0.3668575408	0.6637182108	0.6377894201	0.7900505081	0.7382352941	0.8422538022	0.8512949039	0.6637170692
767	0.3668144546	0.6632685631	0.6374762465	0.7896643757	0.7379784102	0.8420963815	0.8512949039	0.6632684769
768	0.3667805234	0.6632685631	0.6374762465	0.7896643757	0.7379784102	0.8420963815	0.8512949039	0.6632684769
769	0.3667476513	0.6637309697	0.6380069303	0.7899134753	0.7383406971	0.8423331221	0.8515733779	0.6637309697
770	0.3667433649	0.6637309697	0.6380069303	0.7899134753	0.7383406971	0.8423331221	0.8515733779	0.6637309697
771	0.3665555088	0.6632685631	0.6374762465	0.7896643757	0.7379784102	0.8420963815	0.8512949039	0.6632684769
772	0.3664158638	0.6632685631	0.6374762465	0.7896643757	0.7379784102	0.8420963815	0.8512949039	0.6632684769
773	0.3663559978	0.6632685631	0.6374762465	0.7896643757	0.7379784102	0.8420963815	0.8512949039	0.6632684769
774	0.3661149025	0.6637182108	0.6377894201	0.7900505081	0.7382352941	0.8422538022	0.8512949039	0.6637170692
775	0.3659678572	0.665091663	0.6391622995	0.7909339985	0.7392156863	0.842884704	0.8518518519	0.6650900679
776	0.3657886161	0.6641800688	0.6383193536	0.7902995202	0.7385973516	0.8424905428	0.8515733779	0.6641794634
777	0.3656730695	0.6655535419	0.6396925899	0.7911832368	0.7395782246	0.8431214447	0.8521303258	0.6655525963
778	0.3656113079	0.6660033473	0.6400050853	0.7915678115	0.739833415	0.8432788653	0.8521303258	0.6660002908
779	0.3655183459	0.6660033473	0.6400050853	0.7915678115	0.739833415	0.8432788653	0.8521303258	0.6660002908
780	0.3653986981	0.6660033473	0.6400050853	0.7915678115	0.739833415	0.8432788653	0.8521303258	0.6660002908
781	0.3652173704	0.6669268614	0.6410658263	0.7920665831	0.7405590976	0.8437523465	0.8526872737	0.6669254992
782	0.3651793839	0.6669268614	0.6410658263	0.7920665831	0.7405590976	0.8437523465	0.8526872737	0.6669254992
783	0.3651033161	0.6664649621	0.6405351788	0.7918171187	0.7401960784	0.8435156059	0.8524087998	0.6664628368
784	0.365000583	0.6664649621	0.6405351788	0.7918171187	0.7401960784	0.8435156059	0.8524087998	0.6664628368
785	0.3649286735	0.6669268614	0.6410658263	0.7920665831	0.7405590976	0.8437523465	0.8526872737	0.6669254992
786	0.3649174241	0.6664649621	0.6405351788	0.7918171187	0.7401960784	0.8435156059	0.8524087998	0.6664628368
787	0.3649101474	0.6664649621	0.6405351788	0.7918171187	0.7401960784	0.8435156059	0.8524087998	0.6664628368
788	0.3647831061	0.6660033473	0.6400050853	0.7915678115	0.739833415	0.8432788653	0.8521303258	0.6660002908
789	0.3646212643	0.6660033473	0.6400050853	0.7915678115	0.739833415	0.8432788653	0.8521303258	0.6660002908
790	0.3645136476	0.6660033473	0.6400050853	0.7915678115	0.739833415	0.8432788653	0.8521303258	0.6660002908
791	0.3644324625	0.6660033473	0.6400050853	0.7915678115	0.739833415	0.8432788653	0.8521303258	0.6660002908
792	0.3643681422	0.6669268614	0.6410658263	0.7920665831	0.7405590976	0.8437523465	0.8526872737	0.6669254992
793	0.3641877997	0.6669268614	0.6410658263	0.7920665831	0.7405590976	0.8437523465	0.8526872737	0.6669254992
794	0.3640210101	0.6664649621	0.6405351788	0.7918171187	0.7401960784	0.8435156059	0.8524087998	0.6664628368
795	0.3639304942	0.6669268614	0.6410658263	0.7920665831	0.7405590976	0.8437523465	0.8526872737	0.6669254992
796	0.3637440767	0.6673764738	0.6413776083	0.7924503363	0.7408133268	0.8439097672	0.8526872737	0.6673726957
797	0.3636446305	0.6673764738	0.6413776083	0.7924503363	0.7408133268	0.8439097672	0.8526872737	0.6673726957
798	0.3635971525	0.6673764738	0.6413776083	0.7924503363	0.7408133268	0.8439097672	0.8526872737	0.6673726957
799	0.3634858659	0.6683000278	0.6424390627	0.7929495593	0.7415399706	0.8443832484	0.8532442217	0.6682981723
800	0.3634584407	0.6678515158	0.6421287889	0.7925659836	0.7412862052	0.8442258278	0.8532442217	0.6678511738
801	0.3633941251	0.6669268614	0.6410658263	0.7920665831	0.7405590976	0.8437523465	0.8526872737	0.6669254992
802	0.3633510268	0.6673890458	0.6415970292	0.7923162046	0.740922473	0.8439890871	0.8529657477	0.6673882782
803	0.3632321476	0.6678515158	0.6421287889	0.7925659836	0.7412862052	0.8442258278	0.8532442217	0.6678511738
804	0.3631099905	0.668314272	0.6426611065	0.79281592	0.7416502947	0.8444625684	0.8535226956	0.668314186
805	0.3630089891	0.668314272	0.6426611065	0.79281592	0.7416502947	0.8444625684	0.8535226956	0.668314186
806	0.3629826301	0.668314272	0.6426611065	0.79281592	0.7416502947	0.8444625684	0.8535226956	0.668314186
807	0.3628957861	0.6692247227	0.6435027417	0.7934494118	0.7422680412	0.8448567296	0.8538011696	0.6692241151
808	0.3627963974	0.6696874994	0.6440354188	0.7936995744	0.742632613	0.8450934702	0.8540796436	0.6696872614
809	0.3626850612	0.6687773149	0.6431939836	0.7930660142	0.742014742	0.844699309	0.8538011696	0.6687773149
810	0.3626011741	0.6701505628	0.6445686561	0.7939498948	0.742997543	0.8453302109	0.8543581175	0.6701505245
811	0.3625053808	0.6692406449	0.6437274215	0.7933162662	0.7423795477	0.8449360496	0.8540796436	0.6692405604
812	0.3623860842	0.6692406449	0.6437274215	0.7933162662	0.7423795477	0.8449360496	0.8540796436	0.6692405604
813	0.3622541169	0.6692406449	0.6437274215	0.7933162662	0.7423795477	0.8449360496	0.8540796436	0.6692405604
814	0.3619717741	0.6710605729	0.6454097311	0.7945828583	0.7436149312	0.8457243721	0.8546365915	0.6710601069
815	0.3618714472	0.6715236565	0.6459433286	0.7948334047	0.743980344	0.8459611127	0.8549150654	0.6715235041
816	0.3617276418	0.6715236565	0.6459433286	0.7948334047	0.743980344	0.8459611127	0.8549150654	0.6715235041
817	0.3616083794	0.6715236565	0.6459433286	0.7948334047	0.743980344	0.8459611127	0.8549150654	0.6715235041
818	0.361527162	0.6715236565	0.6459433286	0.7948334047	0.743980344	0.8459611127	0.8549150654	0.6715235041
819	0.3614304032	0.6706139136	0.645102455	0.7942003731	0.7433628319	0.8455669515	0.8546365915	0.6706139043
820	0.3612717449	0.6710775522	0.6456368168	0.7944510096	0.7437284801	0.8458036921	0.8549150654	0.6710774008
821	0.3612396569	0.6710775522	0.6456368168	0.7944510096	0.7437284801	0.8458036921	0.8549150654	0.6710774008
822	0.3611918737	0.6710775522	0.6456368168	0.7944510096	0.7437284801	0.8458036921	0.8549150654	0.6710774008
823	0.3611135487	0.6710775522	0.6456368168	0.7944510096	0.7437284801	0.8458036921	0.8549150654	0.6710774008
824	0.3609129564	0.6720056952	0.6467072347	0.7949527573	0.7444608567	0.8462771733	0.8554720134	0.6720047444
825	0.3608035729	0.6720056952	0.6467072347	0.7949527573	0.7444608567	0.8462771733	0.8554720134	0.6720047444
826	0.3607786674	0.6720056952	0.6467072347	0.7949527573	0.7444608567	0.8462771733	0.8554720134	0.6720047444
827	0.3605917321	0.6724702006	0.6472432935	0.795203869	0.7448275862	0.8465139139	0.8557504873	0.6724685916
828	0.3605640726	0.6724702006	0.6472432935	0.795203869	0.7448275862	0.8465139139	0.8557504873	0.6724685916
829	0.360406736	0.6724702006	0.6472432935	0.795203869	0.7448275862	0.8465139139	0.8557504873	0.6724685916
830	0.3602378666	0.6729349961	0.6477799207	0.7954551393	0.7451946772	0.8467506545	0.8560289613	0.6729325557
831	0.3602167517	0.6729349961	0.6477799207	0.7954551393	0.7451946772	0.8467506545	0.8560289613	0.6729325557
832	0.3599544634	0.6729349961	0.6477799207	0.7954551393	0.7451946772	0.8467506545	0.8560289613	0.6729325557
833	0.3598422138	0.6729349961	0.6477799207	0.7954551393	0.7451946772	0.8467506545	0.8560289613	0.6729325557
834	0.3596999147	0.6738433971	0.6486197789	0.7960885107	0.7458128079	0.8471448158	0.8563074353	0.6738422422
835	0.359598434	0.6738433971	0.6486197789	0.7960885107	0.7458128079	0.8471448158	0.8563074353	0.6738422422
836	0.3595812858	0.6729349961	0.6477799207	0.7954551393	0.7451946772	0.8467506545	0.8560289613	0.6729325557
837	0.3594029243	0.6738433971	0.6486197789	0.7960885107	0.7458128079	0.8471448158	0.8563074353	0.6738422422
838	0.3593885292	0.6729349961	0.6477799207	0.7954551393	0.7451946772	0.8467506545	0.8560289613	0.6729325557
839	0.3592583097	0.6729349961	0.6477799207	0.7954551393	0.7451946772	0.8467506545	0.8560289613	0.6729325557
840	0.3591734273	0.6738433971	0.6486197789	0.7960885107	0.7458128079	0.8471448158	0.8563074353	0.6738422422
841	0.3591214074	0.6729349961	0.6477799207	0.7954551393	0.7451946772	0.8467506545	0.8560289613	0.6729325557
842	0.3589388976	0.6738433971	0.6486197789	0.7960885107	0.7458128079	0.8471448158	0.8563074353	0.6738422422
843	0.3588149588	0.6747518912	0.6494594771	0.7967212164	0.7464303299	0.8475389771	0.8565859092	0.6747515469
844	0.3587224522	0.6765691646	0.6511383979	0.7979846348	0.7476635514	0.8483272996	0.8571428571	0.6765690122
845	0.3586406117	0.6765691646	0.6511383979	0.7979846348	0.7476635514	0.8483272996	0.8571428571	0.6765690122
846	0.3585022597	0.6765691646	0.6511383979	0.7979846348	0.7476635514	0.8483272996	0.8571428571	0.6765690122
847	0.3583078102	0.6761247566	0.6508355984	0.7976048892	0.7474150665	0.8481698789	0.8571428571	0.6761246029
848	0.3581910117	0.6761247566	0.6508355984	0.7976048892	0.7474150665	0.8481698789	0.8571428571	0.6761246029
849	0.358174841	0.6756604798	0.6502990165	0.7973532574	0.7470472441	0.8479331383	0.8568643832	0.6756604702
850	0.3580969122	0.6756604798	0.6502990165	0.7973532574	0.7470472441	0.8479331383	0.8568643832	0.6756604702
851	0.3579328422	0.6756604798	0.6502990165	0.7973532574	0.7470472441	0.8479331383	0.8568643832	0.6756604702
852	0.3579028528	0.6761247566	0.6508355984	0.7976048892	0.7474150665	0.8481698789	0.8571428571	0.6761246029
853	0.3577984161	0.6765893233	0.6513727497	0.79785668	0.7477832512	0.8484066196	0.8574213311	0.6765888526
854	0.3576280024	0.6774974677	0.6522117196	0.7984881913	0.7483998031	0.8488007808	0.8576998051	0.6774974288
855	0.3575446011	0.6779620539	0.6527492351	0.798740208	0.7487684729	0.8490375214	0.857978279	0.6779618127
856	0.3574164537	0.6770541803	0.6519104719	0.7981086297	0.7481517989	0.8486433602	0.8576998051	0.6770532194
857	0.3573469611	0.6770541803	0.6519104719	0.7981086297	0.7481517989	0.8486433602	0.8576998051	0.6770532194
858	0.3571737322	0.6770541803	0.6519104719	0.7981086297	0.7481517989	0.8486433602	0.8576998051	0.6770532194
859	0.3569338599	0.6779620539	0.6527492351	0.798740208	0.7487684729	0.8490375214	0.857978279	0.6779618127
860	0.3568758352	0.6779620539	0.6527492351	0.798740208	0.7487684729	0.8490375214	0.857978279	0.6779618127
861	0.3567715184	0.6788920984	0.6538259824	0.7992447189	0.7495069034	0.8495110027	0.858535227	0.6788909315
862	0.3566383005	0.6788920984	0.6538259824	0.7992447189	0.7495069034	0.8495110027	0.858535227	0.6788909315
863	0.3566328076	0.6788920984	0.6538259824	0.7992447189	0.7495069034	0.8495110027	0.858535227	0.6788909315
864	0.3565173456	0.6788920984	0.6538259824	0.7992447189	0.7495069034	0.8495110027	0.858535227	0.6788909315
865	0.3563721063	0.6784269307	0.6532873222	0.7989923838	0.7491375062	0.849274262	0.858256753	0.6784263136
866	0.3563472297	0.6788920984	0.6538259824	0.7992447189	0.7495069034	0.8495110027	0.858535227	0.6788909315
867	0.3563408041	0.6788920984	0.6538259824	0.7992447189	0.7495069034	0.8495110027	0.858535227	0.6788909315
868	0.3563167956	0.6793575578	0.654365217	0.7994972134	0.749876665	0.8497477433	0.8588137009	0.6793556666
869	0.356166563	0.6793575578	0.654365217	0.7994972134	0.749876665	0.8497477433	0.8588137009	0.6793556666
870	0.3561088813	0.6793575578	0.654365217	0.7994972134	0.749876665	0.8497477433	0.8588137009	0.6793556666
871	0.3560350507	0.6793575578	0.654365217	0.7994972134	0.749876665	0.8497477433	0.8588137009	0.6793556666
872	0.3559680793	0.6793575578	0.654365217	0.7994972134	0.749876665	0.8497477433	0.8588137009	0.6793556666
873	0.3557796905	0.6793575578	0.654365217	0.7994972134	0.749876665	0.8497477433	0.8588137009	0.6793556666
874	0.3556649169	0.6788920984	0.6538259824	0.7992447189	0.7495069034	0.8495110027	0.858535227	0.6788909315
875	0.3555352244	0.6797995263	0.6546641726	0.7998757668	0.7501232134	0.8499051639	0.8588137009	0.6797991776
876	0.355460573	0.6797995263	0.6546641726	0.7998757668	0.7501232134	0.8499051639	0.8588137009	0.6797991776
877	0.3553500191	0.6797995263	0.6546641726	0.7998757668	0.7501232134	0.8499051639	0.8588137009	0.6797991776
878	0.3552530883	0.6802647135	0.6552031985	0.8001283279	0.7504930966	0.8501419045	0.8590921749	0.6802639296
879	0.3552380661	0.6802647135	0.6552031985	0.8001283279	0.7504930966	0.8501419045	0.8590921749	0.6802639296
880	0.3551732868	0.6802647135	0.6552031985	0.8001283279	0.7504930966	0.8501419045	0.8590921749	0.6802639296
881	0.3550045646	0.6811719676	0.656041023	0.8007587792	0.7511089207	0.8505360658	0.8593706488	0.6811718116
882	0.354993056	0.6811719676	0.656041023	0.8007587792	0.7511089207	0.8505360658	0.8593706488	0.6811718116
883	0.3549093812	0.6811719676	0.656041023	0.8007587792	0.7511089207	0.8505360658	0.8593706488	0.6811718116
884	0.3547594756	0.6811719676	0.656041023	0.8007587792	0.7511089207	0.8505360658	0.8593706488	0.6811718116
885	0.3546888245	0.6811719676	0.656041023	0.8007587792	0.7511089207	0.8505360658	0.8593706488	0.6811718116
886	0.3546857932	0.6811719676	0.656041023	0.8007587792	0.7511089207	0.8505360658	0.8593706488	0.6811718116
887	0.3544536194	0.6807301924	0.6557427997	0.8003810484	0.7508633448	0.8503786451	0.8593706488	0.6807287989
888	0.3544329462	0.6807301924	0.6557427997	0.8003810484	0.7508633448	0.8503786451	0.8593706488	0.6807287989
889	0.3543393357	0.682102672	0.6571203824	0.8012645123	0.7518500247	0.851009547	0.8599275968	0.6821017009
890	0.3541818518	0.6816620275	0.6568237332	0.8008869688	0.7516049383	0.8508521264	0.8599275968	0.681658889
891	0.3541126129	0.6816620275	0.6568237332	0.8008869688	0.7516049383	0.8508521264	0.8599275968	0.681658889
892	0.3540254801	0.6816620275	0.6568237332	0.8008869688	0.7516049383	0.8508521264	0.8599275968	0.681658889
893	0.3538745344	0.6844069087	0.6595803698	0.8026544293	0.7535802469	0.8521139301	0.8610414926	0.6844049993
894	0.3536870624	0.6853129957	0.6604168277	0.8032838851	0.754195459	0.8525080914	0.8613199666	0.6853122034
895	0.3535782179	0.6853129957	0.6604168277	0.8032838851	0.754195459	0.8525080914	0.8613199666	0.6853122034
896	0.3534190897	0.6848733047	0.660122443	0.8029080815	0.7539525692	0.8523506707	0.8613199666	0.6848704885
897	0.3533378422	0.6848471679	0.6598755478	0.8030303276	0.7538233843	0.8522713508	0.8610414926	0.6848468148
898	0.3532847088	0.6857791167	0.660958688	0.8035376027	0.7545679012	0.852744832	0.8615984405	0.6857777092
899	0.353241099	0.6857791167	0.660958688	0.8035376027	0.7545679012	0.852744832	0.8615984405	0.6857777092
900	0.3532381659	0.6857791167	0.660958688	0.8035376027	0.7545679012	0.852744832	0.8615984405	0.6857777092
901	0.353141687	0.6862191852	0.6612531306	0.8039126793	0.7548100641	0.8529022527	0.8615984405	0.6862190268
902	0.3530345266	0.6862191852	0.6612531306	0.8039126793	0.7548100641	0.8529022527	0.8615984405	0.6862190268
903	0.3527769187	0.6862191852	0.6612531306	0.8039126793	0.7548100641	0.8529022527	0.8615984405	0.6862190268
904	0.3526958391	0.6852883711	0.6601715741	0.803405594	0.7540660424	0.8524287715	0.8610414926	0.6852883337
905	0.3526899673	0.6852883711	0.6601715741	0.803405594	0.7540660424	0.8524287715	0.8610414926	0.6852883337
906	0.3526607586	0.6852883711	0.6601715741	0.803405594	0.7540660424	0.8524287715	0.8610414926	0.6852883337
907	0.3524343588	0.6852883711	0.6601715741	0.803405594	0.7540660424	0.8524287715	0.8610414926	0.6852883337
908	0.3524116075	0.6848234018	0.6596316621	0.8031522911	0.7536945813	0.8521920309	0.8607630187	0.684823163
909	0.3522192348	0.6862191852	0.6612531306	0.8039126793	0.7548100641	0.8529022527	0.8615984405	0.6862190268
910	0.3520738705	0.6862191852	0.6612531306	0.8039126793	0.7548100641	0.8529022527	0.8615984405	0.6862190268
911	0.3518963274	0.6862191852	0.6612531306	0.8039126793	0.7548100641	0.8529022527	0.8615984405	0.6862190268
912	0.3517850346	0.685753632	0.6607120631	0.8036590567	0.7544378698	0.8526655121	0.8613199666	0.6857536216
913	0.351668854	0.685753632	0.6607120631	0.8036590567	0.7544378698	0.8526655121	0.8613199666	0.6857536216
914	0.351417987	0.685753632	0.6607120631	0.8036590567	0.7544378698	0.8526655121	0.8613199666	0.6857536216
915	0.3513826312	0.6852883711	0.6601715741	0.803405594	0.7540660424	0.8524287715	0.8610414926	0.6852883337
916	0.3511541304	0.685753632	0.6607120631	0.8036590567	0.7544378698	0.8526655121	0.8613199666	0.6857536216
917	0.3510333477	0.6875910494	0.6626307133	0.8047946609	0.755796744	0.8535331546	0.8621553885	0.6875910087
918	0.3509852062	0.6875910494	0.6626307133	0.8047946609	0.755796744	0.8535331546	0.8621553885	0.6875910087
919	0.3509082729	0.6875910494	0.6626307133	0.8047946609	0.755796744	0.8535331546	0.8621553885	0.6875910087
920	0.3507918281	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
921	0.3506826003	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
922	0.3505505471	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
923	0.3504673054	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
924	0.350440067	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
925	0.3504249815	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
926	0.350320259	0.6862191852	0.6612531306	0.8039126793	0.7548100641	0.8529022527	0.8615984405	0.6862190268
927	0.3502981126	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
928	0.350207734	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
929	0.3501426442	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
930	0.3500588305	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
931	0.3500397549	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
932	0.3499204077	0.6866850311	0.6617947778	0.8041664622	0.7551826259	0.8531389933	0.8618769145	0.6866845492
933	0.3497260436	0.6875910494	0.6626307133	0.8047946609	0.755796744	0.8535331546	0.8621553885	0.6875910087
934	0.349502731	0.6894286417	0.664550678	0.8059305052	0.7571569595	0.8544007971	0.8629908104	0.689428551
935	0.3493539343	0.6898948161	0.6650936428	0.8061848985	0.7575308642	0.8546375377	0.8632692843	0.6898944586
936	0.3493024648	0.6898948161	0.6650936428	0.8061848985	0.7575308642	0.8546375377	0.8632692843	0.6898944586
937	0.3492998536	0.6898948161	0.6650936428	0.8061848985	0.7575308642	0.8546375377	0.8632692843	0.6898944586
938	0.3492093425	0.6903612846	0.665637192	0.8064394525	0.7579051383	0.8548742783	0.8635477583	0.6903604836
939	0.3490933936	0.6903612846	0.665637192	0.8064394525	0.7579051383	0.8548742783	0.8635477583	0.6903604836
940	0.3490359569	0.6903612846	0.665637192	0.8064394525	0.7579051383	0.8548742783	0.8635477583	0.6903604836
941	0.3489993475	0.6903343203	0.6653858787	0.8065575142	0.7577701036	0.8547949583	0.8632692843	0.6903342832
942	0.3488898634	0.6903343203	0.6653858787	0.8065575142	0.7577701036	0.8547949583	0.8632692843	0.6903342832
943	0.3487826233	0.690800218	0.6659286281	0.8068119717	0.7581441264	0.855031699	0.8635477583	0.6908002071
944	0.3486093021	0.6903343203	0.6653858787	0.8065575142	0.7577701036	0.8547949583	0.8632692843	0.6903342832
945	0.3486006847	0.6903343203	0.6653858787	0.8065575142	0.7577701036	0.8547949583	0.8632692843	0.6903342832
946	0.3485127289	0.6903343203	0.6653858787	0.8065575142	0.7577701036	0.8547949583	0.8632692843	0.6903342832
947	0.3484687739	0.6903343203	0.6653858787	0.8065575142	0.7577701036	0.8547949583	0.8632692843	0.6903342832
948	0.3484479488	0.690800218	0.6659286281	0.8068119717	0.7581441264	0.855031699	0.8635477583	0.6908002071
949	0.3483973272	0.6903343203	0.6653858787	0.8065575142	0.7577701036	0.8547949583	0.8632692843	0.6903342832
950	0.3480705825	0.691705728	0.6667634614	0.8074383864	0.7587567834	0.8554258602	0.8638262322	0.6917055757
951	0.3480163111	0.691705728	0.6667634614	0.8074383864	0.7587567834	0.8554258602	0.8638262322	0.6917055757
952	0.3479941518	0.691705728	0.6667634614	0.8074383864	0.7587567834	0.8554258602	0.8638262322	0.6917055757
953	0.3479399737	0.691705728	0.6667634614	0.8074383864	0.7587567834	0.8554258602	0.8638262322	0.6917055757
954	0.3478220162	0.6930769845	0.6681410441	0.8083188893	0.7597434632	0.8560567621	0.8643831802	0.6930766386
955	0.3475943881	0.6926113476	0.6675981439	0.8080641437	0.7593688363	0.8558200215	0.8641047062	0.6926105647
956	0.3474045512	0.6939824379	0.66897536	0.8089440536	0.7603550296	0.8564509234	0.8646616541	0.6939812643
957	0.3472372703	0.6940091388	0.6692285976	0.8088288626	0.7604938272	0.8565302433	0.8649401281	0.6940091387
958	0.3470168967	0.695380276	0.6706069159	0.8097094446	0.7614814815	0.8571611452	0.865497076	0.6953802392
959	0.3469435338	0.695380276	0.6706069159	0.8097094446	0.7614814815	0.8571611452	0.865497076	0.6953802392
960	0.3469164203	0.6940091388	0.6692285976	0.8088288626	0.7604938272	0.8565302433	0.8649401281	0.6940091387
961	0.3468152194	0.6949424709	0.6703184979	0.8093394798	0.7612456747	0.8570037245	0.865497076	0.6949421089
962	0.3467378605	0.695380276	0.6706069159	0.8097094446	0.7614814815	0.8571611452	0.865497076	0.6953802392
963	0.3466202895	0.6958468105	0.671151941	0.8099648969	0.7618577075	0.8573978858	0.86577555	0.6958467992
964	0.3462958357	0.6958468105	0.671151941	0.8099648969	0.7618577075	0.8573978858	0.86577555	0.6958467992
965	0.3462446379	0.6958468105	0.671151941	0.8099648969	0.7618577075	0.8573978858	0.86577555	0.6958467992
966	0.346242298	0.6958468105	0.671151941	0.8099648969	0.7618577075	0.8573978858	0.86577555	0.6958467992
967	0.346153908	0.6967807653	0.6722437593	0.8104762854	0.762611276	0.857871367	0.8663324979	0.696780272
968	0.3461181536	0.6972481867	0.6727905555	0.8107322218	0.7629886195	0.8581081076	0.8666109719	0.6972471849
969	0.3460694637	0.6977159048	0.6733379449	0.81098832	0.7633663366	0.8583448483	0.8668894458	0.6977142154
970	0.3460268354	0.6972481867	0.6727905555	0.8107322218	0.7629886195	0.8581081076	0.8666109719	0.6972471849
