iter	Logloss	MCC:use_weights=true	MCC:use_weights=false	F1:use_weights=true	F1:use_weights=false	Accuracy:use_weights=true	Accuracy:use_weights=false	Kappa
241	0.4303067309	0.558826517	0.5340081777	0.7209236487	0.6637080868	0.7946225386	0.8100807574	0.5585526128
242	0.4301530361	0.5602144883	0.5353853939	0.7218404484	0.6646942801	0.7952534405	0.8106377054	0.5599458541
243	0.4298063465	0.558826517	0.5340081777	0.7209236487	0.6637080868	0.7946225386	0.8100807574	0.5585526128
244	0.4296443752	0.5592909078	0.5343714902	0.7213764227	0.6640394089	0.7947799593	0.8100807574	0.5590401859
245	0.4295077736	0.5602144883	0.5353853939	0.7218404484	0.6646942801	0.7952534405	0.8106377054	0.5599458541
246	0.429320798	0.5620645267	0.5372706861	0.722989338	0.6660088801	0.796121083	0.8114731273	0.5617920055
247	0.429260009	0.5620645267	0.5372706861	0.722989338	0.6660088801	0.796121083	0.8114731273	0.5617920055
248	0.4291464947	0.5634533007	0.5385009464	0.7241230026	0.6669950739	0.7966726649	0.8117516012	0.5632176679
249	0.429133493	0.562527795	0.5376318907	0.7234402949	0.6663380976	0.7962785037	0.8114731273	0.5622784626
250	0.4289951696	0.5629898362	0.5381398262	0.7236728721	0.6666666667	0.7965152443	0.8117516012	0.5627316313
251	0.4289296789	0.5643787802	0.5393697785	0.7248049805	0.6676514032	0.7970668262	0.8120300752	0.5641564764
252	0.4287889951	0.5648403724	0.5398774318	0.7250377472	0.6679802956	0.7973035668	0.8123085492	0.5646096919
253	0.4285972054	0.5657656025	0.5407458997	0.7257190907	0.6686361398	0.7976977281	0.8125870231	0.5655481273
254	0.4285758451	0.5648403724	0.5398774318	0.7250377472	0.6679802956	0.7973035668	0.8123085492	0.5646096919
255	0.4285588694	0.5657656025	0.5407458997	0.7257190907	0.6686361398	0.7976977281	0.8125870231	0.5655481273
256	0.4284790763	0.5648403724	0.5398774318	0.7250377472	0.6679802956	0.7973035668	0.8123085492	0.5646096919
257	0.4284353151	0.5648403724	0.5398774318	0.7250377472	0.6679802956	0.7973035668	0.8123085492	0.5646096919
258	0.4284316874	0.5657656025	0.5407458997	0.7257190907	0.6686361398	0.7976977281	0.8125870231	0.5655481273
259	0.4283080791	0.5657656025	0.5407458997	0.7257190907	0.6686361398	0.7976977281	0.8125870231	0.5655481273
260	0.4282164089	0.5676159958	0.5424821711	0.7270795953	0.6699458928	0.7984860507	0.813143971	0.5674238091
261	0.4281494928	0.5676159958	0.5424821711	0.7270795953	0.6699458928	0.7984860507	0.813143971	0.5674238091
262	0.4281354519	0.5671550787	0.5419749435	0.7268465468	0.6696165192	0.7982493101	0.8128654971	0.5669705238
263	0.4279989638	0.5666908098	0.5416141458	0.7263997063	0.6692913386	0.7980918894	0.8128654971	0.5664861662
264	0.4279988931	0.5666908098	0.5416141458	0.7263997063	0.6692913386	0.7980918894	0.8128654971	0.5664861662
265	0.4277992434	0.5676159958	0.5424821711	0.7270795953	0.6699458928	0.7984860507	0.813143971	0.5674238091
266	0.4277514994	0.5680771908	0.5429899036	0.7273127933	0.6702755906	0.7987227913	0.813422445	0.5678772094
267	0.4276321638	0.5690021316	0.5438575664	0.72799205	0.6709296606	0.7991169526	0.813700919	0.5688144796
268	0.4274464181	0.5703880753	0.5452329617	0.7289041159	0.6719134284	0.7997478544	0.8142578669	0.5702049156
269	0.4273720921	0.5694633789	0.5443656615	0.7282254909	0.6712598425	0.7993536932	0.8139793929	0.569268018
270	0.4272380464	0.5685386643	0.5434981422	0.727546141	0.670605613	0.7989595319	0.813700919	0.5683307247
271	0.4271559442	0.5699312037	0.5445781356	0.7288815865	0.6715758468	0.7994317939	0.813700919	0.5697810093
272	0.4269899056	0.5713165627	0.5459520884	0.7297919077	0.6725576829	0.8000626958	0.8142578669	0.5711704249
273	0.4269867572	0.5708565484	0.5454454331	0.7295584881	0.6722276742	0.7998259552	0.8139793929	0.5707170474
274	0.4268932034	0.5708565484	0.5454454331	0.7295584881	0.6722276742	0.7998259552	0.8139793929	0.5707170474
275	0.4267558622	0.5708565484	0.5454454331	0.7295584881	0.6722276742	0.7998259552	0.8139793929	0.5707170474
276	0.4265263246	0.5713165627	0.5459520884	0.7297919077	0.6725576829	0.8000626958	0.8142578669	0.5711704249
277	0.4263699203	0.5703968099	0.5449392795	0.7293252177	0.6718979892	0.7995892146	0.813700919	0.5702637847
278	0.426257595	0.5708565484	0.5454454331	0.7295584881	0.6722276742	0.7998259552	0.8139793929	0.5707170474
279	0.4261581814	0.5708565484	0.5454454331	0.7295584881	0.6722276742	0.7998259552	0.8139793929	0.5707170474
280	0.4260724389	0.5722416687	0.5468190273	0.7304681808	0.6732090285	0.8004568571	0.8145363409	0.5721060912
281	0.4259333668	0.5713165627	0.5459520884	0.7297919077	0.6725576829	0.8000626958	0.8142578669	0.5711704249
282	0.4259317934	0.5713165627	0.5459520884	0.7297919077	0.6725576829	0.8000626958	0.8142578669	0.5711704249
283	0.4257917124	0.5708565484	0.5454454331	0.7295584881	0.6722276742	0.7998259552	0.8139793929	0.5707170474
284	0.4255869575	0.5708565484	0.5454454331	0.7295584881	0.6722276742	0.7998259552	0.8139793929	0.5707170474
285	0.4254458365	0.571322368	0.5458065057	0.7300013068	0.6725490196	0.7999833758	0.8139793929	0.5711994052
286	0.4253570865	0.5717818807	0.5463125158	0.7302346692	0.6728788622	0.8002201164	0.8142578669	0.5716526908
287	0.4253047162	0.5717818807	0.5463125158	0.7302346692	0.6728788622	0.8002201164	0.8142578669	0.5716526908
288	0.425252772	0.5717818807	0.5463125158	0.7302346692	0.6728788622	0.8002201164	0.8142578669	0.5716526908
289	0.4250310529	0.5703968099	0.5449392795	0.7293252177	0.6718979892	0.7995892146	0.813700919	0.5702637847
290	0.4248870565	0.5722479157	0.5466735186	0.7306766769	0.6731994121	0.8003775371	0.8142578669	0.5721346312
291	0.4247760891	0.5736404266	0.5479018298	0.731791777	0.6741682975	0.8009291191	0.8145363409	0.5735506615
292	0.4247625993	0.5736503297	0.547759974	0.7319981966	0.6741573034	0.8008497991	0.8142578669	0.573578503
293	0.4246687542	0.5745765313	0.5486265774	0.7326704307	0.6748046875	0.8012439604	0.8145363409	0.5745120856
294	0.4244660629	0.5722561558	0.546530371	0.7308846854	0.6731898239	0.8002982172	0.8139793929	0.5721631447
295	0.4243262059	0.5727241253	0.5468931627	0.7313252491	0.6735092864	0.8004556378	0.8139793929	0.572644527
296	0.4242789775	0.5727241253	0.5468931627	0.7313252491	0.6735092864	0.8004556378	0.8139793929	0.572644527
297	0.424245711	0.5727241253	0.5468931627	0.7313252491	0.6735092864	0.8004556378	0.8139793929	0.572644527
298	0.4241629478	0.5736503297	0.547759974	0.7319981966	0.6741573034	0.8008497991	0.8142578669	0.573578503
299	0.4237314048	0.5768755589	0.5510054226	0.734042781	0.6764418377	0.8023483435	0.8156502367	0.5768048529
300	0.4235061924	0.5759500372	0.5501394596	0.7333709892	0.675794621	0.8019541822	0.8153717627	0.5758715955
301	0.42342852	0.5773337125	0.5515105653	0.7342766883	0.6767726161	0.8025850841	0.8159287107	0.5772582747
302	0.4232399886	0.5773337125	0.5515105653	0.7342766883	0.6767726161	0.8025850841	0.8159287107	0.5772582747
303	0.4232328977	0.5773337125	0.5515105653	0.7342766883	0.6767726161	0.8025850841	0.8159287107	0.5772582747
304	0.4232234571	0.5768755589	0.5510054226	0.734042781	0.6764418377	0.8023483435	0.8156502367	0.5768048529
305	0.4231351955	0.5768755589	0.5510054226	0.734042781	0.6764418377	0.8023483435	0.8156502367	0.5768048529
306	0.4231347466	0.5768755589	0.5510054226	0.734042781	0.6764418377	0.8023483435	0.8156502367	0.5768048529
307	0.4231345029	0.5768755589	0.5510054226	0.734042781	0.6764418377	0.8023483435	0.8156502367	0.5768048529
308	0.4229209843	0.5773337125	0.5515105653	0.7342766883	0.6767726161	0.8025850841	0.8159287107	0.5772582747
309	0.4229125899	0.5773337125	0.5515105653	0.7342766883	0.6767726161	0.8025850841	0.8159287107	0.5772582747
310	0.4227979127	0.5768670719	0.5511505346	0.7338387729	0.6764561919	0.8024276634	0.8159287107	0.5767785088
311	0.422729551	0.5764084178	0.5506447476	0.7336048065	0.6761252446	0.8021909228	0.8156502367	0.5763249948
312	0.4224656838	0.5764084178	0.5506447476	0.7336048065	0.6761252446	0.8021909228	0.8156502367	0.5763249948
313	0.4224656797	0.5764084178	0.5506447476	0.7336048065	0.6761252446	0.8021909228	0.8156502367	0.5763249948
314	0.4221442209	0.5791756783	0.5533876653	0.7354162991	0.6780821918	0.8034527266	0.8167641326	0.5790983946
315	0.4220505647	0.5791756783	0.5533876653	0.7354162991	0.6780821918	0.8034527266	0.8167641326	0.5790983946
316	0.4218334964	0.5787098141	0.5530289895	0.7349793056	0.6777668952	0.8032953059	0.8167641326	0.5786192288
317	0.4215824922	0.5810178275	0.5552659731	0.7365561533	0.6793930494	0.8043203691	0.8175995544	0.5809386704
318	0.4213560524	0.5800934451	0.554401157	0.7358853381	0.6787463271	0.8039262078	0.8173210805	0.5800060866
319	0.4213190098	0.5791690634	0.5535361338	0.7352138102	0.6780989711	0.8035320465	0.8170426065	0.5790731098
320	0.421294168	0.5796344245	0.5538941603	0.7356507438	0.6784140969	0.8036894672	0.8170426065	0.5795521832
321	0.4210398242	0.5810178275	0.5552659731	0.7365561533	0.6793930494	0.8043203691	0.8175995544	0.5809386704
322	0.4208086331	0.5800883883	0.5545519341	0.7356832688	0.6787641	0.8040055278	0.8175995544	0.5799812166
323	0.4207871161	0.5805527405	0.5549086568	0.736120082	0.6790788829	0.8041629484	0.8175995544	0.5804601049
324	0.4205766647	0.5805527405	0.5549086568	0.736120082	0.6790788829	0.8041629484	0.8175995544	0.5804601049
325	0.4205766644	0.5805527405	0.5549086568	0.736120082	0.6790788829	0.8041629484	0.8175995544	0.5804601049
326	0.4205052503	0.5791644637	0.5536869985	0.7350108473	0.6781157998	0.8036113665	0.8173210805	0.5790478016
327	0.4204949873	0.5787044341	0.5531786978	0.734776133	0.6777832271	0.8033746259	0.8170426065	0.5785937132
328	0.4204708173	0.5787044341	0.5531786978	0.734776133	0.6777832271	0.8033746259	0.8170426065	0.5785937132
329	0.4200662213	0.5796285879	0.5540437816	0.7354484646	0.6784313725	0.8037687872	0.8173210805	0.5795271057
330	0.4200633625	0.5791690634	0.5535361338	0.7352138102	0.6780989711	0.8035320465	0.8170426065	0.5790731098
331	0.4200633488	0.5791690634	0.5535361338	0.7352138102	0.6780989711	0.8035320465	0.8170426065	0.5790731098
332	0.4198832448	0.5791690634	0.5535361338	0.7352138102	0.6780989711	0.8035320465	0.8170426065	0.5790731098
333	0.4197635998	0.5805527405	0.5549086568	0.736120082	0.6790788829	0.8041629484	0.8175995544	0.5804601049
334	0.4194859728	0.5800883883	0.5545519341	0.7356832688	0.6787641	0.8040055278	0.8175995544	0.5799812166
335	0.419222749	0.5823958514	0.5567895402	0.7372611024	0.6803921569	0.8050305909	0.8184349763	0.5823011371
336	0.4191370918	0.5828601601	0.5571454921	0.7376962509	0.680705191	0.8051880116	0.8184349763	0.5827791022
337	0.4188171518	0.5837840892	0.5580095987	0.7383658213	0.6813509545	0.8055821729	0.8187134503	0.5837109451
338	0.4186599034	0.5824010489	0.5566377859	0.737461179	0.680372002	0.804951271	0.8181565024	0.5823249243
339	0.4185434999	0.5856261491	0.5598898272	0.739505629	0.6826640548	0.8064498154	0.8195488722	0.5855511848
340	0.4184142094	0.5851669489	0.5593814115	0.7392700803	0.682329907	0.8062130748	0.8192703982	0.5850967328
341	0.4181122423	0.5842493728	0.5583660938	0.7387994329	0.6816625917	0.8057395935	0.8187134503	0.5841881735
342	0.4180649578	0.5847080237	0.5588735008	0.7390346817	0.6819960861	0.8059763341	0.8189919243	0.5846423957
343	0.417971899	0.5851669489	0.5593814115	0.7392700803	0.682329907	0.8062130748	0.8192703982	0.5850967328
344	0.4178498651	0.5860906597	0.5602449597	0.7399383198	0.6829745597	0.806607236	0.8195488722	0.5860278133
345	0.4176795904	0.5865559156	0.5606006958	0.7403702771	0.6832844575	0.8067646567	0.8195488722	0.5865041206
346	0.4176168019	0.5860977259	0.5600935892	0.7401348528	0.6829506595	0.8065279161	0.8192703982	0.5860498543
347	0.4174325729	0.5865496286	0.5607532244	0.7401739564	0.6833088595	0.8068439766	0.8198273461	0.5864822874
348	0.4173784192	0.5860906597	0.5602449597	0.7399383198	0.6829745597	0.806607236	0.8195488722	0.5860278133
349	0.4172970863	0.5856261491	0.5598898272	0.739505629	0.6826640548	0.8064498154	0.8195488722	0.5855511848
350	0.4171753947	0.5847026764	0.5590262259	0.7388365921	0.6820186183	0.8060556541	0.8192703982	0.58461969
351	0.4171530449	0.5842432451	0.5585176596	0.7386011317	0.6816846229	0.8058189135	0.8189919243	0.5841652601
352	0.4170354896	0.5860906597	0.5602449597	0.7399383198	0.6829745597	0.806607236	0.8195488722	0.5860278133
353	0.4167639395	0.5879381087	0.5619714491	0.741272676	0.6842619746	0.8073955586	0.8201058201	0.5878887987
354	0.4167539132	0.5897786725	0.5638505166	0.7424107417	0.6855745721	0.8082632011	0.820941242	0.5897278989
355	0.4165685303	0.5888553948	0.5629878774	0.741744449	0.6849315068	0.8078690398	0.820662768	0.5887979497
356	0.4164877352	0.5888553948	0.5629878774	0.741744449	0.6849315068	0.8078690398	0.820662768	0.5887979497
357	0.4163578704	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
358	0.4163387216	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
359	0.4163385346	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
360	0.416029463	0.5879321288	0.5621250372	0.7410774498	0.684287812	0.8074748785	0.8203842941	0.587867609
361	0.4158478869	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
362	0.4158023189	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
363	0.4154386762	0.5897786725	0.5638505166	0.7424107417	0.6855745721	0.8082632011	0.820941242	0.5897278989
364	0.415128681	0.5888509794	0.5631437951	0.7415496492	0.6849583537	0.8079483597	0.820941242	0.5887771761
365	0.4150483443	0.5888509794	0.5631437951	0.7415496492	0.6849583537	0.8079483597	0.820941242	0.5887771761
366	0.414965592	0.5888553948	0.5629878774	0.741744449	0.6849315068	0.8078690398	0.820662768	0.5887979497
367	0.4148187705	0.5879321288	0.5621250372	0.7410774498	0.684287812	0.8074748785	0.8203842941	0.587867609
368	0.4147222111	0.5893144499	0.56349685	0.7419805607	0.6852667646	0.8081057804	0.820941242	0.5892526977
369	0.4145231298	0.5893144499	0.56349685	0.7419805607	0.6852667646	0.8081057804	0.820941242	0.5892526977
370	0.4143473675	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
371	0.4143097983	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
372	0.4143065273	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
373	0.4142385173	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
374	0.414238515	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
375	0.4141829478	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
376	0.4141048611	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
377	0.4140230327	0.5883966146	0.5624794109	0.7415084874	0.684596577	0.8076322992	0.8203842941	0.5883433167
378	0.413894481	0.5860856248	0.560398749	0.7397413278	0.6829985301	0.806686556	0.8198273461	0.5860057519
379	0.4137331699	0.5851623835	0.5595352989	0.7390722027	0.6823529412	0.8062923947	0.8195488722	0.585074235
380	0.4136529247	0.5851623835	0.5595352989	0.7390722027	0.6823529412	0.8062923947	0.8195488722	0.585074235
381	0.4133785278	0.5883914162	0.5626341623	0.7413134743	0.6846229187	0.8077116191	0.820662768	0.588322335
382	0.4133120773	0.5860856248	0.560398749	0.7397413278	0.6829985301	0.806686556	0.8198273461	0.5860057519
383	0.4132629626	0.5860856248	0.560398749	0.7397413278	0.6829985301	0.806686556	0.8198273461	0.5860057519
384	0.4132576408	0.5860856248	0.560398749	0.7397413278	0.6829985301	0.806686556	0.8198273461	0.5860057519
385	0.4131145287	0.5879321288	0.5621250372	0.7410774498	0.684287812	0.8074748785	0.8203842941	0.587867609
386	0.4131067877	0.5879321288	0.5621250372	0.7410774498	0.684287812	0.8074748785	0.8203842941	0.587867609
387	0.4129514175	0.590237495	0.5643593363	0.7426469404	0.6859099804	0.8084999417	0.821219716	0.5901826686
388	0.4129514063	0.590237495	0.5643593363	0.7426469404	0.6859099804	0.8084999417	0.821219716	0.5901826686
389	0.4127297857	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
390	0.412729579	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
391	0.4124553719	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
392	0.4124271549	0.590237495	0.5643593363	0.7426469404	0.6859099804	0.8084999417	0.821219716	0.5901826686
393	0.4123736032	0.5897786725	0.5638505166	0.7424107417	0.6855745721	0.8082632011	0.820941242	0.5897278989
394	0.4123344641	0.5888553948	0.5629878774	0.741744449	0.6849315068	0.8078690398	0.820662768	0.5887979497
395	0.4122882482	0.5893144499	0.56349685	0.7419805607	0.6852667646	0.8081057804	0.820941242	0.5892526977
396	0.4122325481	0.590237495	0.5643593363	0.7426469404	0.6859099804	0.8084999417	0.821219716	0.5901826686
397	0.412048114	0.5897786725	0.5638505166	0.7424107417	0.6855745721	0.8082632011	0.820941242	0.5897278989
398	0.4120480306	0.5897786725	0.5638505166	0.7424107417	0.6855745721	0.8082632011	0.820941242	0.5897278989
399	0.4118578426	0.5907019635	0.5647129558	0.7430763292	0.6862170088	0.8086573624	0.821219716	0.5906574567
400	0.4118576538	0.5907019635	0.5647129558	0.7430763292	0.6862170088	0.8086573624	0.821219716	0.5906574567
401	0.4117698683	0.5907019635	0.5647129558	0.7430763292	0.6862170088	0.8086573624	0.821219716	0.5906574567
402	0.4114085216	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
403	0.4111862783	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
404	0.411186251	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
405	0.4111107983	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
406	0.4110383666	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
407	0.4109414378	0.5911605532	0.5652216223	0.7433126144	0.6865525672	0.808894103	0.8214981899	0.5911122482
408	0.4108705088	0.5916194175	0.5657307952	0.74354905	0.686888454	0.8091308436	0.8217766639	0.5915671548
409	0.410830802	0.5911559654	0.5653784973	0.7431197889	0.6865817826	0.8089734229	0.8217766639	0.5910925532
410	0.4107396293	0.5902333867	0.5645163181	0.7424532354	0.6859382656	0.8085792616	0.8214981899	0.5901625386
411	0.4105785464	0.5906932694	0.5650268162	0.7426897987	0.6862745098	0.8088160022	0.8217766639	0.5906176317
412	0.4104362391	0.5925379721	0.5667506649	0.7440223727	0.6875612145	0.8096043248	0.8223336118	0.592477313
413	0.4104362193	0.5925379721	0.5667506649	0.7440223727	0.6875612145	0.8096043248	0.8223336118	0.592477313
414	0.4102924107	0.5925379721	0.5667506649	0.7440223727	0.6875612145	0.8096043248	0.8223336118	0.592477313
415	0.4100998187	0.5925379721	0.5667506649	0.7440223727	0.6875612145	0.8096043248	0.8223336118	0.592477313
416	0.4099101587	0.593460344	0.5676122884	0.744687601	0.6882036221	0.8099984861	0.8226120858	0.5934065665
417	0.4096169031	0.5925379721	0.5667506649	0.7440223727	0.6875612145	0.8096043248	0.8223336118	0.592477313
418	0.4094016011	0.593460344	0.5676122884	0.744687601	0.6882036221	0.8099984861	0.8226120858	0.5934065665
419	0.409287154	0.5925379721	0.5667506649	0.7440223727	0.6875612145	0.8096043248	0.8223336118	0.592477313
420	0.4091740353	0.5929976634	0.5672613642	0.7442592601	0.6878980892	0.8098410654	0.8226120858	0.5929325647
421	0.409037212	0.594379534	0.5686338872	0.745161699	0.688878001	0.8104719673	0.8231690337	0.5943172284
422	0.4089946645	0.594379534	0.5686338872	0.745161699	0.688878001	0.8104719673	0.8231690337	0.5943172284
423	0.4089778484	0.594379534	0.5686338872	0.745161699	0.688878001	0.8104719673	0.8231690337	0.5943172284
424	0.4088993372	0.594379534	0.5686338872	0.745161699	0.688878001	0.8104719673	0.8231690337	0.5943172284
425	0.4088798087	0.594379534	0.5686338872	0.745161699	0.688878001	0.8104719673	0.8231690337	0.5943172284
426	0.4086802827	0.5934576314	0.5677725748	0.7444962983	0.6882352941	0.810077806	0.8228905597	0.5933879316
427	0.4085105801	0.5929962232	0.5674229408	0.7440672945	0.6879293425	0.8099203853	0.8228905597	0.5929137038
428	0.4082015668	0.594839544	0.5691454541	0.7453989744	0.6892156863	0.8107087079	0.8234475077	0.5947727321
429	0.4081383785	0.594839544	0.5691454541	0.7453989744	0.6892156863	0.8107087079	0.8234475077	0.5947727321
430	0.4081182396	0.5939178767	0.568284298	0.7447334877	0.6885728298	0.8103145466	0.8231690337	0.5938434137
431	0.4080364154	0.594839544	0.5691454541	0.7453989744	0.6892156863	0.8107087079	0.8234475077	0.5947727321
432	0.4077421453	0.5939178767	0.568284298	0.7447334877	0.6885728298	0.8103145466	0.8231690337	0.5938434137
433	0.4075374192	0.5939198008	0.5681228324	0.7449245745	0.6885406464	0.8102352267	0.8228905597	0.5938618399
434	0.4074462226	0.5939198008	0.5681228324	0.7449245745	0.6885406464	0.8102352267	0.8228905597	0.5938618399
435	0.4074459344	0.5939198008	0.5681228324	0.7449245745	0.6885406464	0.8102352267	0.8228905597	0.5938618399
436	0.4071243882	0.5939198008	0.5681228324	0.7449245745	0.6885406464	0.8102352267	0.8228905597	0.5938618399
437	0.4069600219	0.595301452	0.5694949999	0.7458263946	0.6895200784	0.8108661286	0.8234475077	0.5952461341
438	0.4069271542	0.595301452	0.5694949999	0.7458263946	0.6895200784	0.8108661286	0.8234475077	0.5952461341
439	0.4068824662	0.595301452	0.5694949999	0.7458263946	0.6895200784	0.8108661286	0.8234475077	0.5952461341
440	0.4068779671	0.595301452	0.5694949999	0.7458263946	0.6895200784	0.8108661286	0.8234475077	0.5952461341
441	0.4067904481	0.595301452	0.5694949999	0.7458263946	0.6895200784	0.8108661286	0.8234475077	0.5952461341
442	0.4067631864	0.5948419539	0.5689841013	0.7455891844	0.6891825746	0.810629388	0.8231690337	0.594790724
443	0.4067303856	0.5948419539	0.5689841013	0.7455891844	0.6891825746	0.810629388	0.8231690337	0.594790724
444	0.4066965647	0.5948419539	0.5689841013	0.7455891844	0.6891825746	0.810629388	0.8231690337	0.594790724
445	0.4064144937	0.5962212782	0.5705183334	0.7463012683	0.6901960784	0.8113396098	0.8240044556	0.5961572998
446	0.4064041343	0.5957612266	0.5700064103	0.7460637559	0.6898579128	0.8111028692	0.8237259816	0.5957016593
447	0.406395111	0.5957612266	0.5700064103	0.7460637559	0.6898579128	0.8111028692	0.8237259816	0.5957016593
448	0.4063951005	0.5957612266	0.5700064103	0.7460637559	0.6898579128	0.8111028692	0.8237259816	0.5957016593
449	0.4061181344	0.5962212782	0.5705183334	0.7463012683	0.6901960784	0.8113396098	0.8240044556	0.5961572998
450	0.4059748178	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
451	0.4058958331	0.5962212782	0.5705183334	0.7463012683	0.6901960784	0.8113396098	0.8240044556	0.5961572998
452	0.405810572	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
453	0.4058029991	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
454	0.4057238082	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
455	0.4056692702	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
456	0.4055019614	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
457	0.4054625737	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
458	0.4054135841	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
459	0.4052390406	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
460	0.4051931564	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
461	0.4051289545	0.5943783998	0.568796535	0.7449708281	0.6889106968	0.8105512872	0.8234475077	0.594299011
462	0.4050144617	0.5943783998	0.568796535	0.7449708281	0.6889106968	0.8105512872	0.8234475077	0.594299011
463	0.4049674784	0.5943783998	0.568796535	0.7449708281	0.6889106968	0.8105512872	0.8234475077	0.594299011
464	0.4048549707	0.5943783998	0.568796535	0.7449708281	0.6889106968	0.8105512872	0.8234475077	0.594299011
465	0.404781268	0.5943783998	0.568796535	0.7449708281	0.6889106968	0.8105512872	0.8234475077	0.594299011
466	0.4047790055	0.5943783998	0.568796535	0.7449708281	0.6889106968	0.8105512872	0.8234475077	0.594299011
467	0.4047132075	0.5943783998	0.568796535	0.7449708281	0.6889106968	0.8105512872	0.8234475077	0.594299011
468	0.4045634539	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
469	0.4044642328	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
470	0.4043082467	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
471	0.4042240093	0.5952998314	0.5696575344	0.745636401	0.6895537028	0.8109454485	0.8237259816	0.595228351
472	0.4041815927	0.5957603967	0.5701701292	0.7458739789	0.689892051	0.8111821891	0.8240044556	0.5956840852
473	0.40402211	0.5957603967	0.5701701292	0.7458739789	0.689892051	0.8111821891	0.8240044556	0.5956840852
474	0.4038548342	0.5976028346	0.5718912128	0.7472031803	0.6911764706	0.8119705117	0.8245614035	0.5975416346
475	0.403755647	0.5999052423	0.5741239794	0.7487676374	0.6927976482	0.8129955748	0.8253968254	0.5998535557
476	0.4036250489	0.6003654161	0.5746369714	0.7490058593	0.6931372549	0.8132323154	0.8256752994	0.6003096061
477	0.4034951064	0.599444625	0.5737772435	0.7483428476	0.6924963217	0.8128381542	0.8253968254	0.5993817658
478	0.4034170118	0.5989842137	0.5732640921	0.7481047105	0.6921568627	0.8126014135	0.8251183514	0.5989257367
479	0.4033716735	0.6003666336	0.5744713525	0.7491917078	0.6930983847	0.8131529955	0.8253968254	0.6003250279
480	0.4031975639	0.6017473659	0.5758431653	0.7500913873	0.6940773372	0.8137838974	0.8259537733	0.6017080227
481	0.4030455065	0.5999052423	0.5741239794	0.7487676374	0.6927976482	0.8129955748	0.8253968254	0.5998535557
482	0.402896986	0.6003654161	0.5746369714	0.7490058593	0.6931372549	0.8132323154	0.8256752994	0.6003096061
483	0.4027762931	0.5985238537	0.5729173177	0.7476791328	0.6918547596	0.8124439929	0.8251183514	0.5984535348
484	0.4026046195	0.598984781	0.5734311457	0.7479173365	0.6921944035	0.8126807335	0.8253968254	0.5989096579
